Year;Month;Day;Hour;Minute;Temperature 2018  [2 m above gnd];Relative Humidity 2018  [2 m above gnd];Mean Sea Level Pressure 2018  [MSL];Total Precipitation 2018  [sfc];Snowfall amount raw 2018  [sfc];Total Cloud Cover 2018  [sfc];High Cloud Cover 2018  [high cld lay];Medium Cloud Cover 2018  [mid cld lay];Low Cloud Cover 2018  [low cld lay];Sunshine Duration 2018  [sfc];Shortwave Radiation 2018  [sfc];Wind Speed 2018  [10 m above gnd];Wind Speed 2018  [80 m above gnd];Wind Speed 2018  [900 mb];Wind Gust 2018  [sfc];Temperature 2017  [2 m above gnd];Relative Humidity 2017  [2 m above gnd];Mean Sea Level Pressure 2017  [MSL];Total Precipitation 2017  [sfc];Snowfall amount raw 2017  [sfc];Total Cloud Cover 2017  [sfc];High Cloud Cover 2017  [high cld lay];Medium Cloud Cover 2017  [mid cld lay];Low Cloud Cover 2017  [low cld lay];Sunshine Duration 2017  [sfc];Shortwave Radiation 2017  [sfc];Wind Speed 2017  [10 m above gnd];Wind Speed 2017  [80 m above gnd];Wind Speed 2017  [900 mb];Wind Gust 2017  [sfc];Temperature 2016  [2 m above gnd];Relative Humidity 2016  [2 m above gnd];Mean Sea Level Pressure 2016  [MSL];Total Precipitation 2016  [sfc];Snowfall amount raw 2016  [sfc];Total Cloud Cover 2016  [sfc];High Cloud Cover 2016  [high cld lay];Medium Cloud Cover 2016  [mid cld lay];Low Cloud Cover 2016  [low cld lay];Sunshine Duration 2016  [sfc];Shortwave Radiation 2016  [sfc];Wind Speed 2016  [10 m above gnd];Wind Speed 2016  [80 m above gnd];Wind Speed 2016  [900 mb];Wind Gust 2016  [sfc]
2018;01;05;23;00;9.51;96.00;1005.00;0.20;0.00;100.00;9.00;100.00;100.00;0.00;0.00;4.45;3.71;18.00;11.52;-2.55;81.00;1038.30;0.00;0.00;23.00;0.00;0.00;23.00;0.00;0.00;2.62;2.97;9.00;8.64;5.47;78.00;999.70;0.00;0.00;77.00;0.00;68.00;77.00;0.00;0.00;13.28;21.31;49.16;22.68
2018;01;06;00;00;9.01;96.00;1004.80;0.10;0.00;100.00;0.00;91.00;100.00;0.00;0.00;8.65;10.95;16.95;12.96;-2.66;82.00;1038.40;0.00;0.00;4.00;0.00;0.00;4.00;0.00;0.00;4.74;3.55;10.50;2.52;5.40;78.00;999.30;0.00;0.00;100.00;0.00;100.00;100.00;0.00;0.00;12.10;19.97;46.61;25.92
2018;01;06;01;00;8.65;95.00;1005.00;0.20;0.00;100.00;0.00;100.00;100.00;0.00;0.00;9.45;16.26;12.65;9.72;-3.17;79.00;1038.80;0.00;0.00;5.00;0.00;0.00;5.00;0.00;0.00;4.51;2.55;12.66;9.00;5.56;76.00;999.60;0.00;0.00;100.00;0.00;100.00;100.00;0.00;0.00;10.00;16.70;45.21;22.68
2018;01;06;02;00;8.71;91.00;1005.20;0.00;0.00;100.00;0.00;30.00;100.00;0.00;0.00;11.17;18.84;6.49;9.36;-2.91;80.00;1039.60;0.00;0.00;54.00;0.00;0.00;54.00;0.00;0.00;6.38;6.84;14.69;8.64;5.36;78.00;1000.20;0.00;0.00;100.00;0.00;100.00;100.00;0.00;0.00;10.31;15.08;40.88;21.96
2018;01;06;03;00;8.68;90.00;1004.20;0.00;0.00;100.00;0.00;1.00;100.00;0.00;0.00;11.44;18.51;6.49;15.12;-2.45;80.00;1038.70;0.00;0.00;7.00;0.00;0.00;7.00;0.00;0.00;7.07;11.89;15.19;8.28;4.49;75.00;999.80;0.10;0.00;81.00;0.00;69.00;81.00;0.00;0.00;15.63;24.86;34.52;27.00
2018;01;06;04;00;8.66;88.00;1003.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.97;19.97;18.00;16.56;-1.79;70.00;1039.00;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;7.57;13.68;15.48;9.36;4.05;77.00;999.60;0.00;0.00;79.00;0.00;10.00;79.00;0.00;0.00;12.18;20.46;33.81;27.00
2018;01;06;05;00;8.44;85.00;1003.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;10.59;16.60;18.08;11.88;-2.59;76.00;1039.60;0.00;0.00;5.00;0.00;0.00;5.00;0.00;0.00;8.31;12.64;17.02;10.80;3.57;79.00;999.40;0.00;0.00;9.00;0.00;0.00;9.00;0.00;0.00;10.45;18.35;29.95;19.80
2018;01;06;06;00;7.96;87.00;1003.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;10.95;14.48;14.40;15.84;-3.96;74.00;1039.40;0.00;0.00;4.00;0.00;0.00;4.00;0.00;0.00;11.25;16.04;18.73;16.56;3.33;79.00;999.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.80;18.67;29.64;18.72
2018;01;06;07;00;7.61;89.00;1004.10;0.00;0.00;87.00;0.00;0.00;87.00;0.00;0.00;8.50;13.39;16.20;10.44;-4.42;72.00;1040.10;0.00;0.00;42.00;0.00;0.00;42.00;0.00;0.00;11.02;16.08;20.52;16.56;3.11;79.00;999.90;0.00;0.00;25.00;0.00;3.00;25.00;0.00;0.00;10.46;18.10;31.87;20.52
2018;01;06;08;00;6.80;95.00;1004.20;0.00;0.00;0.00;0.00;0.00;0.00;38.72;0.00;9.09;16.18;22.22;6.12;-4.91;69.00;1041.00;0.00;0.00;22.00;0.00;0.00;22.00;29.66;0.00;9.29;15.53;19.08;15.12;2.50;82.00;999.40;0.00;0.00;8.00;0.00;8.00;0.00;35.43;0.00;9.34;13.04;29.60;17.64
2018;01;06;09;00;6.10;94.00;1004.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;20.47;9.83;19.67;16.90;8.28;-4.84;64.00;1041.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;23.14;7.70;13.61;19.80;14.04;2.35;85.00;999.80;0.00;0.00;9.00;0.00;9.00;0.00;54.26;24.92;9.93;10.74;29.18;15.12
2018;01;06;10;00;7.12;90.00;1004.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;131.72;10.79;18.68;9.23;5.76;-3.74;67.00;1041.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;141.51;11.63;11.84;21.75;15.84;4.12;82.00;1000.00;0.00;0.00;5.00;0.00;4.00;5.00;56.81;146.85;6.92;10.18;27.53;15.84
2018;01;06;11;00;9.20;79.00;1004.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;235.85;13.38;16.75;3.08;9.00;-2.88;66.00;1041.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;250.09;14.97;14.97;23.50;18.00;6.24;75.00;1000.40;0.00;0.00;3.00;0.00;0.00;3.00;58.09;250.09;5.00;4.33;25.12;14.04
2018;01;06;12;00;10.42;74.00;1004.20;0.00;0.00;3.00;10.00;0.00;0.00;58.09;307.05;12.86;14.37;4.69;11.52;-2.01;54.00;1041.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;323.07;18.45;18.10;25.36;20.16;8.28;61.00;999.90;0.00;0.00;9.00;0.00;9.00;0.00;54.26;317.73;12.31;13.25;29.06;21.24
2018;01;06;13;00;11.82;71.00;1005.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;333.75;16.86;18.90;7.20;15.48;-1.78;52.00;1038.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;351.55;20.99;20.63;21.99;20.52;8.48;69.00;1000.10;0.00;0.00;100.00;2.00;24.00;100.00;0.00;289.25;18.18;20.32;24.58;21.24
2018;01;06;14;00;12.29;67.00;1005.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;313.28;16.52;19.01;7.79;30.96;-1.59;48.00;1039.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;333.75;18.00;17.64;18.72;20.52;8.89;68.00;1000.90;0.00;0.00;100.00;0.00;41.00;100.00;0.00;249.20;15.11;17.30;22.15;20.52
2018;01;06;15;00;12.37;68.00;1005.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;253.65;15.48;18.67;11.09;13.68;-1.59;48.00;1039.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;269.67;16.94;16.58;18.78;19.80;8.28;72.00;1001.00;0.00;0.00;100.00;0.00;85.00;100.00;0.00;132.61;14.69;17.31;21.32;20.16
2018;01;06;16;00;11.73;71.00;1005.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;154.86;13.10;20.04;14.11;13.68;-1.83;50.00;1039.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;166.43;16.58;16.94;19.16;19.08;8.00;75.00;1001.30;0.00;0.00;100.00;0.00;68.00;100.00;0.00;65.86;13.28;16.52;22.39;20.52
2018;01;06;17;00;10.59;73.00;1006.10;0.00;0.00;8.40;28.00;0.00;0.00;45.13;39.16;11.30;21.32;14.08;12.60;-2.35;54.00;1040.50;0.00;0.00;0.00;0.00;0.00;0.00;49.55;42.72;14.44;17.67;19.30;16.56;7.34;81.00;1001.90;0.00;0.00;100.00;0.00;100.00;100.00;0.00;20.47;12.24;17.65;31.26;21.60
2018;01;06;18;00;9.08;82.00;1007.20;0.00;0.00;18.00;19.00;18.00;0.00;0.00;0.00;9.03;17.03;16.42;10.08;-3.15;63.00;1040.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.60;19.91;18.53;17.28;6.49;81.00;1002.50;0.10;0.00;100.00;0.00;100.00;100.00;0.00;0.00;11.02;16.30;22.61;23.40
2018;01;06;19;00;7.49;89.00;1007.50;0.00;0.00;3.90;13.00;2.00;0.00;0.00;0.00;6.64;13.10;18.68;18.00;-4.34;65.00;1039.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.43;19.05;17.70;14.76;6.00;82.00;1002.40;0.20;0.00;100.00;0.00;56.00;100.00;0.00;0.00;7.57;11.59;24.13;14.04
2018;01;06;20;00;6.93;88.00;1008.00;0.00;0.00;3.60;12.00;0.00;0.00;0.00;0.00;5.32;10.95;19.48;18.36;-4.11;66.00;1040.70;0.00;0.00;37.00;0.00;37.00;0.00;0.00;0.00;11.50;19.52;17.37;19.08;6.15;87.00;1002.50;0.10;0.00;100.00;0.00;24.00;100.00;0.00;0.00;10.04;13.90;32.28;18.00
2018;01;06;21;00;6.90;83.00;1009.30;0.00;0.00;4.80;16.00;0.00;0.00;0.00;0.00;6.76;11.38;19.88;20.52;-4.55;69.00;1040.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.64;20.00;15.91;21.24;5.52;78.00;1003.60;0.10;0.00;100.00;0.00;0.00;100.00;0.00;0.00;18.21;25.17;39.83;24.84
2018;01;06;22;00;6.55;82.00;1009.90;0.00;0.00;4.20;14.00;0.00;0.00;0.00;0.00;7.42;15.58;19.52;19.08;-4.96;68.00;1040.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.37;19.52;13.85;23.76;5.67;81.00;1003.20;0.10;0.00;100.00;0.00;0.00;100.00;0.00;0.00;15.28;22.53;41.53;21.60
2018;01;06;23;00;5.99;81.00;1009.80;0.00;0.00;3.30;11.00;2.00;0.00;0.00;0.00;8.71;20.12;18.03;20.16;-5.27;68.00;1039.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.87;20.27;11.90;25.20;5.25;83.00;1003.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;13.71;21.19;35.67;20.88
2018;01;07;00;00;6.24;74.00;1010.10;0.00;0.00;3.30;11.00;3.00;0.00;0.00;0.00;9.20;23.05;15.27;19.08;-5.35;68.00;1040.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.35;22.43;11.88;26.28;4.68;84.00;1004.50;0.00;0.00;77.00;0.00;0.00;77.00;0.00;0.00;11.49;19.80;32.06;18.72
2018;01;07;01;00;6.36;71.00;1010.50;0.00;0.00;16.00;14.00;16.00;0.00;0.00;0.00;9.51;24.70;11.59;12.96;-5.44;67.00;1039.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.90;22.88;10.80;25.56;3.81;85.00;1004.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;9.11;17.32;30.68;22.32
2018;01;07;02;00;6.23;71.00;1011.30;0.00;0.00;79.00;17.00;79.00;0.00;0.00;0.00;11.30;26.06;12.24;10.08;-5.55;66.00;1039.60;0.00;0.00;3.00;10.00;2.00;0.00;0.00;0.00;19.47;23.60;11.53;22.32;3.43;86.00;1005.10;0.00;0.00;64.00;0.00;0.00;64.00;0.00;0.00;10.30;18.95;34.93;18.36
2018;01;07;03;00;5.87;72.00;1011.10;0.00;0.00;100.00;46.00;100.00;0.00;0.00;0.00;11.84;25.50;14.51;21.96;-5.63;65.00;1039.20;0.00;0.00;16.00;15.00;16.00;0.00;0.00;0.00;18.53;23.54;12.25;25.20;2.79;89.00;1004.30;0.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;7.15;15.48;28.69;16.20
2018;01;07;04;00;5.42;77.00;1010.90;0.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00;11.73;22.71;19.83;18.00;-5.75;66.00;1039.30;0.00;0.00;10.00;9.00;10.00;0.00;0.00;0.00;17.24;23.02;12.25;23.76;2.18;89.00;1004.30;0.00;0.00;72.00;0.00;72.00;41.00;0.00;0.00;7.64;10.70;22.90;15.84
2018;01;07;05;00;5.00;81.00;1011.50;0.00;0.00;100.00;100.00;100.00;88.00;0.00;0.00;10.79;17.87;26.31;20.88;-6.06;66.00;1038.10;0.00;0.00;15.00;13.00;15.00;0.00;0.00;0.00;17.58;24.65;10.80;22.68;2.32;87.00;1004.50;0.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00;8.56;10.95;23.05;16.92
2018;01;07;06;00;5.05;82.00;1011.70;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;6.76;10.38;35.43;21.24;-6.28;65.00;1038.00;0.00;0.00;59.00;21.00;59.00;0.00;0.00;0.00;17.88;25.07;10.09;21.60;2.45;85.00;1003.70;0.00;0.00;4.20;14.00;4.00;0.00;0.00;0.00;10.18;14.24;19.13;11.16
2018;01;07;07;00;5.22;80.00;1012.30;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;0.80;4.90;38.77;11.52;-6.15;62.00;1038.20;0.00;0.00;100.00;35.00;100.00;0.00;0.00;0.00;17.85;24.70;7.34;20.16;2.10;88.00;1003.60;0.00;0.00;0.60;2.00;0.00;0.00;0.00;0.00;10.59;15.88;18.58;14.04
2018;01;07;08;00;4.50;83.00;1011.80;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;4.51;4.10;48.90;3.96;-5.84;60.00;1037.40;0.00;0.00;100.00;20.00;100.00;0.00;0.00;0.00;18.58;24.07;4.69;18.36;1.96;87.00;1002.00;0.00;0.00;75.00;84.00;75.00;0.00;7.88;0.00;10.80;13.36;23.19;16.92
2018;01;07;09;00;4.21;87.00;1013.00;0.00;0.00;100.00;100.00;100.00;6.00;0.00;21.36;4.38;7.73;44.85;14.04;-5.33;55.00;1038.00;0.00;0.00;31.00;0.00;31.00;0.00;40.21;25.81;17.79;23.40;3.10;18.36;2.02;90.00;1001.70;0.00;0.00;100.00;100.00;100.00;0.00;0.00;21.36;10.80;13.71;29.63;15.84
2018;01;07;10;00;5.19;86.00;1013.90;0.00;0.00;30.00;100.00;27.00;4.00;40.85;132.61;5.01;5.69;43.38;14.04;-3.81;47.00;1037.70;0.00;0.00;72.00;0.00;0.00;72.00;14.04;148.63;16.68;18.47;3.32;14.76;4.40;84.00;1001.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;93.45;13.61;16.09;37.80;17.28
2018;01;07;11;00;5.88;88.00;1013.50;0.00;0.00;30.00;100.00;23.00;26.00;40.85;238.52;5.62;4.90;49.31;16.20;-2.43;43.00;1037.00;0.00;0.00;62.00;0.00;0.00;62.00;20.43;250.09;14.12;15.38;6.83;10.08;5.91;75.00;1000.40;0.00;0.00;100.00;100.00;100.00;100.00;0.00;131.72;13.20;15.94;42.10;25.20
2018;01;07;12;00;6.41;91.00;1013.80;0.00;0.00;100.00;64.00;10.00;100.00;0.00;292.81;8.16;6.92;46.01;15.84;-0.94;42.00;1036.50;0.00;0.00;78.00;0.00;0.00;78.00;10.21;322.18;9.69;10.93;10.95;5.04;5.46;74.00;1000.50;0.00;0.00;100.00;100.00;100.00;100.00;0.00;64.97;11.87;13.91;47.07;24.84
2018;01;07;13;00;6.46;90.00;1014.90;0.00;0.00;100.00;23.00;9.00;100.00;0.00;190.46;8.65;6.37;34.58;15.84;-0.54;55.00;1035.20;0.00;0.00;100.00;0.00;92.00;100.00;0.00;293.70;5.00;4.68;9.69;3.96;3.81;85.00;996.20;1.80;0.00;100.00;100.00;100.00;100.00;0.00;16.91;24.49;30.85;61.78;45.36
2018;01;07;14;00;7.74;87.00;1015.00;0.00;0.00;100.00;17.00;2.00;100.00;0.00;204.70;6.88;5.40;31.44;6.48;0.05;50.00;1034.60;0.00;0.00;100.00;0.00;85.00;100.00;0.00;283.02;1.44;1.48;11.71;3.96;5.25;81.00;995.30;2.60;0.00;100.00;15.00;100.00;100.00;0.00;34.71;19.35;24.74;60.39;46.80
2018;01;07;15;00;8.71;84.00;1014.60;0.00;0.00;100.00;12.00;1.00;100.00;0.00;174.44;7.20;6.49;29.59;9.36;0.39;47.00;1034.60;0.00;0.00;100.00;0.00;85.00;100.00;0.00;212.71;3.42;2.88;17.15;19.44;8.26;80.00;994.00;2.20;0.00;100.00;0.00;10.00;100.00;0.00;46.28;19.69;29.32;70.46;47.52
2018;01;07;16;00;9.24;82.00;1014.90;0.00;0.00;100.00;8.00;1.00;100.00;0.00;126.38;8.50;9.89;26.63;14.40;0.65;48.00;1035.40;0.00;0.00;100.00;0.00;81.00;100.00;0.00;133.50;4.55;4.33;15.18;6.84;9.89;82.00;995.10;0.30;0.00;100.00;0.00;10.00;100.00;0.00;24.92;28.82;39.64;84.58;46.44
2018;01;07;17;00;8.64;85.00;1015.70;0.00;0.00;100.00;2.00;2.00;100.00;0.00;40.94;6.92;11.18;24.80;12.24;0.63;45.00;1035.50;0.00;0.00;100.00;0.00;58.00;100.00;0.00;34.71;2.55;3.88;17.16;16.92;9.72;85.00;997.20;0.10;0.00;100.00;0.00;10.00;100.00;0.00;12.46;34.71;46.28;85.79;50.76
2018;01;07;18;00;7.92;88.00;1016.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;6.62;10.80;21.97;7.56;0.75;42.00;1034.40;0.00;0.00;100.00;0.00;47.00;100.00;0.00;0.00;3.62;8.91;19.80;15.12;9.27;85.00;999.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;34.03;45.21;79.89;47.52
2018;01;07;19;00;7.30;90.00;1016.40;0.00;0.00;100.00;0.00;4.00;100.00;0.00;0.00;4.74;5.63;17.67;7.20;0.37;53.00;1034.20;0.00;0.00;100.00;22.00;51.00;100.00;0.00;0.00;8.65;16.60;22.10;19.08;8.48;84.00;1001.20;0.50;0.00;9.00;0.00;0.00;9.00;0.00;0.00;28.86;39.28;67.38;43.92
2018;01;07;20;00;6.91;92.00;1016.70;0.00;0.00;100.00;0.00;6.00;100.00;0.00;0.00;2.90;3.60;14.19;6.84;0.09;58.00;1035.00;0.00;0.00;100.00;22.00;100.00;100.00;0.00;0.00;12.24;18.01;21.90;15.12;8.32;81.00;1002.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;30.74;40.84;70.22;42.84
2018;01;07;21;00;6.88;92.00;1017.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;2.16;3.42;11.79;6.48;-0.54;65.00;1035.10;0.00;0.00;100.00;39.00;100.00;100.00;0.00;0.00;15.91;20.21;25.15;19.44;7.80;81.00;1004.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;28.52;38.22;66.02;42.48
2018;01;07;22;00;6.47;95.00;1018.30;0.00;0.00;100.00;3.00;0.00;100.00;0.00;0.00;0.72;1.08;11.79;3.96;-1.27;81.00;1035.50;0.00;0.00;100.00;24.00;86.00;100.00;0.00;0.00;19.45;21.25;27.69;23.04;7.51;83.00;1005.60;0.00;0.00;100.00;18.00;0.00;100.00;0.00;0.00;24.61;33.64;61.97;34.20
2018;01;07;23;00;6.14;96.00;1018.00;0.00;0.00;100.00;8.00;0.00;100.00;0.00;0.00;3.08;3.98;11.68;10.80;-1.50;83.00;1034.50;0.00;0.07;100.00;97.00;100.00;100.00;0.00;0.00;23.07;25.94;23.87;33.12;7.14;84.00;1006.80;0.00;0.00;100.00;100.00;35.00;100.00;0.00;0.00;23.89;32.56;59.42;34.20
2018;01;08;00;00;5.70;96.00;1018.20;0.00;0.00;100.00;19.00;0.00;100.00;0.00;0.00;2.28;1.48;13.18;9.72;-1.38;85.00;1034.30;0.10;0.07;100.00;100.00;100.00;100.00;0.00;0.00;25.57;29.17;26.94;34.92;6.72;85.00;1007.50;0.00;0.00;100.00;29.00;0.00;100.00;0.00;0.00;21.79;30.10;56.16;33.12
2018;01;08;01;00;4.87;95.00;1019.00;0.00;0.00;100.00;17.00;0.00;100.00;0.00;0.00;0.80;3.05;10.59;16.56;-1.37;85.00;1034.10;0.20;0.14;100.00;100.00;100.00;100.00;0.00;0.00;28.12;32.42;25.96;36.36;6.44;87.00;1008.80;0.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00;20.53;28.09;53.13;31.68
2018;01;08;02;00;4.35;95.00;1019.60;0.00;0.00;100.00;15.00;1.00;100.00;0.00;0.00;1.08;1.61;8.29;19.80;-1.30;84.00;1034.40;0.20;0.07;100.00;100.00;100.00;100.00;0.00;0.00;29.53;34.20;21.76;38.52;6.02;87.00;1009.90;0.00;0.00;100.00;22.00;100.00;10.00;0.00;0.00;18.03;25.65;49.49;28.08
2018;01;08;03;00;4.07;95.00;1019.20;0.00;0.00;100.00;16.00;6.00;100.00;0.00;0.00;1.44;0.80;8.76;19.44;-1.26;84.00;1032.90;0.10;0.07;100.00;100.00;100.00;100.00;0.00;0.00;31.32;36.00;16.81;33.12;5.26;89.00;1009.80;0.00;0.00;43.00;0.00;43.00;32.00;0.00;0.00;16.33;25.58;44.51;29.16
2018;01;08;04;00;4.06;95.00;1019.60;0.00;0.00;100.00;52.00;42.00;100.00;0.00;0.00;4.10;2.60;11.25;14.04;-1.00;83.00;1032.60;0.10;0.00;100.00;86.00;100.00;100.00;0.00;0.00;32.04;37.08;13.51;36.36;4.93;88.00;1010.10;0.00;0.00;100.00;22.00;100.00;100.00;0.00;0.00;11.87;19.13;37.52;24.48
2018;01;08;05;00;3.86;95.00;1019.90;0.00;0.00;100.00;55.00;46.00;100.00;0.00;0.00;2.52;0.36;8.71;4.32;-0.81;80.00;1032.90;0.10;0.00;100.00;100.00;100.00;100.00;0.00;0.00;33.85;38.89;15.19;32.04;4.38;89.00;1010.10;0.00;0.00;10.00;7.00;10.00;0.00;0.00;0.00;8.67;15.63;36.02;18.36
2018;01;08;06;00;3.35;95.00;1019.70;0.00;0.00;100.00;72.00;66.00;100.00;0.00;0.00;1.44;2.90;3.40;2.52;-0.73;82.00;1031.80;0.10;0.00;100.00;100.00;100.00;100.00;0.00;0.00;33.13;38.17;12.10;30.96;4.29;88.00;1010.30;0.00;0.00;100.00;19.00;100.00;0.00;0.00;0.00;4.69;10.90;30.27;12.60
2018;01;08;07;00;3.18;95.00;1020.00;0.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00;0.36;2.10;7.20;1.44;-0.71;82.00;1032.30;0.10;0.00;100.00;84.00;100.00;100.00;0.00;0.00;32.47;37.86;13.10;30.96;4.22;90.00;1010.60;0.00;0.00;100.00;93.00;100.00;0.00;0.00;0.00;2.04;6.48;27.42;9.72
2018;01;08;08;00;3.01;95.00;1019.30;0.00;0.00;100.00;92.00;97.00;100.00;0.00;0.00;1.30;1.30;21.30;7.20;-0.79;84.00;1032.50;0.10;0.00;100.00;23.00;100.00;100.00;0.00;0.00;32.47;37.52;16.42;30.96;4.17;91.00;1009.70;0.00;0.00;100.00;86.00;100.00;1.00;0.00;0.00;4.20;2.31;23.69;2.52
2018;01;08;09;00;3.07;95.00;1019.20;0.00;0.00;100.00;100.00;100.00;100.00;0.00;15.13;2.74;3.24;25.31;9.72;-0.62;83.00;1032.80;0.10;0.00;100.00;0.00;100.00;100.00;0.00;14.24;33.55;37.17;19.39;33.84;4.10;93.00;1010.30;0.00;0.00;100.00;10.00;7.00;100.00;0.00;25.81;7.29;9.83;26.34;7.56
2018;01;08;10;00;3.57;94.00;1019.20;0.00;0.00;100.00;14.00;16.00;100.00;0.00;104.13;5.41;5.45;19.83;8.64;-0.24;80.00;1032.80;0.00;0.00;100.00;0.00;87.00;100.00;0.00;72.98;33.49;35.29;20.72;32.04;5.17;89.00;1009.80;0.00;0.00;98.00;20.00;98.00;14.00;0.00;145.96;13.57;15.65;24.16;16.20
2018;01;08;11;00;4.45;93.00;1018.60;0.00;0.00;100.00;9.00;3.00;100.00;0.00;190.46;3.55;2.10;23.68;10.08;0.92;74.00;1033.30;0.00;0.00;100.00;0.00;44.00;100.00;0.00;160.20;31.72;33.20;21.32;29.52;6.34;85.00;1009.10;0.00;0.00;83.00;16.00;0.00;83.00;7.02;224.28;15.79;17.73;19.08;20.16
2018;01;08;12;00;5.71;89.00;1018.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;277.68;5.90;7.63;26.66;17.28;1.29;76.00;1032.90;0.00;0.00;100.00;0.00;12.00;100.00;0.00;198.47;30.60;31.31;21.84;29.88;7.92;78.00;1007.50;0.00;0.00;41.00;10.00;41.00;17.00;33.83;295.48;15.94;17.71;12.61;24.84
2018;01;08;13;00;11.10;64.00;1016.90;0.00;0.00;80.00;0.00;80.00;0.00;8.94;343.54;7.99;9.72;13.49;9.72;1.42;67.00;1031.60;0.00;0.00;36.00;0.00;0.00;36.00;37.02;347.99;14.24;13.44;24.03;14.40;10.50;62.00;1006.00;0.00;0.00;100.00;19.00;0.00;100.00;0.00;335.53;12.60;12.82;15.26;20.52
2018;01;08;14;00;12.27;62.00;1016.30;0.00;0.00;29.00;0.00;29.00;0.00;41.49;327.52;8.09;9.26;17.65;6.84;2.31;66.00;1031.60;0.00;0.00;76.00;0.00;0.00;76.00;11.49;330.19;14.49;14.33;22.88;17.64;10.99;57.00;1005.20;0.00;0.00;100.00;20.00;2.00;100.00;0.00;289.25;13.34;14.15;18.69;24.12
2018;01;08;15;00;12.51;63.00;1015.80;0.00;0.00;28.00;0.00;28.00;0.00;42.13;270.56;6.62;8.83;14.71;8.64;2.84;67.00;1031.70;0.00;0.00;68.00;0.00;0.00;68.00;16.60;268.78;14.69;14.69;22.77;16.92;10.62;59.00;1004.60;0.00;0.00;100.00;22.00;100.00;100.00;0.00;232.29;12.68;13.72;18.00;24.84
2018;01;08;16;00;12.18;66.00;1016.10;0.00;0.00;100.00;0.00;100.00;11.00;0.00;168.21;3.08;3.83;13.66;5.40;2.86;69.00;1032.30;0.00;0.00;87.00;0.00;0.00;87.00;4.47;170.88;14.77;15.28;20.95;16.20;9.73;67.00;1004.20;0.00;0.00;100.00;27.00;100.00;100.00;0.00;110.36;13.38;17.11;20.63;15.84
2018;01;08;17;00;8.79;84.00;1016.90;0.00;0.00;42.00;0.00;42.00;0.00;28.67;44.50;9.18;11.77;12.14;10.08;2.55;73.00;1032.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;47.17;13.25;14.53;18.25;15.48;9.02;76.00;1005.00;0.00;0.00;100.00;100.00;100.00;100.00;0.00;24.92;11.68;16.98;17.56;25.20
