Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Mean Sea Level Pressure  [MSL];Total Precipitation  [sfc];Snowfall amount raw  [sfc];Total Cloud Cover  [sfc];High Cloud Cover  [high cld lay];Medium Cloud Cover  [mid cld lay];Low Cloud Cover  [low cld lay];Sunshine Duration  [sfc];Shortwave Radiation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd];Wind Speed  [80 m above gnd];Wind Direction  [80 m above gnd];Wind Speed  [900 mb];Wind Direction  [900 mb];Wind Gust  [sfc]
2018;01;11;06;00;11.21;41.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.36;292.62;12.23;312.61;12.76;343.61;10.44
2018;01;11;07;00;10.73;42.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;13.43;1.78;9.36;292.62;11.71;315.00;13.91;338.75;10.80
2018;01;11;08;00;13.48;35.00;1019.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;129.94;7.29;290.22;9.22;321.34;14.99;335.90;10.08
2018;01;11;09;00;17.44;25.00;1019.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;326.63;6.19;324.46;5.90;322.43;16.27;335.14;9.00
2018;01;11;10;00;21.12;18.00;1019.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;496.62;5.86;349.38;5.24;344.05;17.39;332.90;9.00
2018;01;11;11;00;23.98;15.00;1018.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;621.22;6.48;360.00;6.49;356.82;18.53;330.95;9.72
2018;01;11;12;00;25.72;12.00;1017.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;689.75;7.95;354.81;7.59;354.56;18.04;331.39;14.40
2018;01;11;13;00;26.64;13.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;696.87;10.48;344.05;10.25;341.57;11.73;342.12;14.04
2018;01;11;14;00;27.07;13.00;1016.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;639.91;10.59;342.18;10.37;339.68;11.97;338.84;15.48
2018;01;11;15;00;27.09;14.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;528.66;10.64;336.04;10.46;333.43;12.07;333.43;15.12
2018;01;11;16;00;26.57;16.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;367.57;10.46;333.43;10.81;330.02;11.61;330.26;13.32
2018;01;11;17;00;24.57;19.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;22.32;171.77;7.75;338.20;9.83;331.56;11.09;324.25;13.68
2018;01;11;18;00;22.93;20.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.57;5.80;352.87;8.21;344.74;11.71;315.00;9.36
2018;01;11;19;00;22.03;21.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.26;6.34;6.12;360.00;13.00;311.63;7.20
2018;01;11;20;00;20.06;24.00;1016.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.51;45.00;3.32;12.53;14.29;310.91;4.68
2018;01;11;21;00;20.74;22.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.44;180.00;1.14;18.43;15.53;314.06;3.24
2018;01;11;22;00;20.45;23.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.60;216.87;1.08;270.00;16.04;315.91;2.16
2018;01;11;23;00;19.36;25.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.12;241.93;3.96;270.00;16.06;317.73;5.04
