Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Mean Sea Level Pressure  [MSL];Total Precipitation  [sfc];Snowfall amount raw  [sfc];Total Cloud Cover  [sfc];High Cloud Cover  [high cld lay];Medium Cloud Cover  [mid cld lay];Low Cloud Cover  [low cld lay];Sunshine Duration  [sfc];Shortwave Radiation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd];Wind Speed  [80 m above gnd];Wind Direction  [80 m above gnd];Wind Speed  [900 mb];Wind Direction  [900 mb];Wind Gust  [sfc]
2018;01;11;06;00;12.18;23.00;1018.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.52;270.00;11.25;352.65;8.59;303.02;13.68
2018;01;11;07;00;11.85;23.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;57.57;0.00;3.08;249.44;10.14;353.88;8.79;304.99;13.32
2018;01;11;08;00;12.95;22.00;1019.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;77.43;3.89;236.31;8.67;355.24;9.09;303.69;12.24
2018;01;11;09;00;15.74;18.00;1019.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;272.34;3.32;229.40;7.21;357.14;9.20;300.58;9.36
2018;01;11;10;00;20.00;14.00;1019.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;446.78;3.08;339.44;3.08;339.44;9.50;294.62;6.12
2018;01;11;11;00;22.62;12.00;1019.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;577.61;5.82;338.20;5.96;334.98;10.37;290.32;6.12
2018;01;11;12;00;23.84;11.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;654.15;6.19;305.54;6.19;305.54;8.56;292.25;11.52
2018;01;11;13;00;24.75;10.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;670.17;8.09;290.85;8.09;290.85;8.31;287.65;13.32
2018;01;11;14;00;25.33;9.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;624.78;9.79;287.10;10.14;286.50;10.74;283.57;14.40
2018;01;11;15;00;25.45;9.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;523.32;10.74;283.57;10.74;283.57;11.37;280.95;14.76
2018;01;11;16;00;25.10;9.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;371.13;10.83;285.42;11.28;286.70;11.79;282.34;14.76
2018;01;11;17;00;23.43;10.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;26.65;183.34;7.86;285.95;11.28;286.70;11.79;282.34;10.44
2018;01;11;18;00;21.57;11.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.91;8.77;289.18;11.84;289.54;11.25;277.35;11.88
2018;01;11;19;00;20.48;12.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.86;285.95;12.43;292.11;11.17;271.85;12.60
2018;01;11;20;00;19.49;13.00;1016.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.34;281.31;12.77;291.50;11.17;268.15;14.04
2018;01;11;21;00;18.59;14.00;1016.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.85;273.01;12.64;289.98;12.26;266.63;14.04
2018;01;11;22;00;17.78;15.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.49;266.82;12.18;288.97;12.96;268.41;13.68
2018;01;11;23;00;16.95;16.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.29;256.76;12.07;287.35;14.44;274.29;14.04
